ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,IPDgofha,IPDfmp,ruwe,phot_g_mean_mag,bp_rp,NSS,prob
165.86098495402,-58.49734571808,2.1204,0.0152,-10.134,0.016,5.174,0.015,0.0288,1,0.969,10.02352, 0.131568,0,0.84
165.80291309355,-58.56370678587,2.1127,0.0362,-10.909,0.038,5.688,0.036,0.00795,0,0.965,16.224346, 1.785931,0,0.84
165.79683516312,-58.55133193179,1.2885,0.0295,-18.157,0.031,0.549,0.03,0.0104,0,0.954,15.926375, 1.394999,0,0.6
165.75708085106,-58.51411521333,2.1069,0.0108,-10.772,0.012,5.468,0.011,0.0251,0,0.927,13.171534, 0.826801,0,0.84
165.84072535641,-58.51480668353,1.2214,0.3564,-5.854,0.378,5.641,0.363,0.124,0,5.205,17.528505, 1.840694,0,0.54
165.80732103624,-58.52293540376,2.0901,0.0245,-10.286,0.026,5.251,0.026,0.0206,0,1.246,15.115006, 1.401805,0,0.84
165.83144813109,-58.49730944998,1.9494,0.0848,-9.953,0.096,5.697,0.091,0.0174,0,0.999,17.957438, 2.522911,0,0.84
165.80816968187,-58.4826873874,2.1059,0.0113,-3.591,0.012,8.808,0.011,0.0273,0,0.937,12.163282, 0.742068,2,0.84
165.82491391317,-58.4884213123,2.0912,0.014,-9.709,0.015,5.625,0.014,0.0362,0,0.844,11.273133, 0.445691,0,0.84
165.74190881342,-58.49236792123,2.1111,0.015,-10.589,0.016,5.634,0.015,0.0281,0,0.91,11.039766, 0.413501,0,0.84
165.75029363512,-58.46849745763,1.5176,0.0113,-15.246,0.012,3.177,0.011,0.0306,1,0.932,12.130506, 0.532265,0,0.84
165.93684758648,-58.51911078696,2.0963,0.0401,-11.134,0.042,4.98,0.041,0.0101,0,1.023,16.551205, 1.884633,0,0.84
165.97164616038,-58.50139494261,1.6369,0.0162,-11.084,0.017,2.762,0.016,0.0201,0,0.957,14.470377, 1.001855,0,0.84
165.98003210172,-58.51463611551,2.382,0.0335,-15.512,0.035,-0.384,0.034,0.011,0,1.0,16.169962, 2.072168,0,0.84
165.90066836755,-58.49182450041,2.0892,0.0151,-10.8,0.017,5.497,0.016,0.0224,0,0.904,14.117924, 1.031978,0,0.84
165.91865019387,-58.46718004017,1.52,0.0664,-11.804,0.075,2.299,0.069,0.0128,3,1.763,16.50601, 1.750075,0,0.92
165.97127431733,-58.47835637389,2.0951,0.0464,-10.489,0.049,5.543,0.047,0.0227,0,0.975,16.722282, 2.018311,0,0.84
165.97944082473,-58.48151689003,2.0979,0.0236,-10.575,0.025,5.116,0.023,0.0281,0,0.977,10.352389, 0.239808,0,0.84
165.99084476563,-58.45186257185,2.0642,0.0378,-11.04,0.04,5.11,0.038,0.0204,1,0.943,16.201115, 1.762096,0,0.84
165.91278242148,-58.45462001339,2.077,0.0207,-9.699,0.023,5.471,0.021,0.0233,0,0.971,15.136291, 1.332857,0,0.84
165.88824949548,-58.4302061429,2.0828,0.0182,-10.347,0.02,4.533,0.018,0.0215,0,1.855,13.437931, 1.043150,0,0.84
165.89388659496,-58.42525960263,2.1108,0.0204,-10.091,0.022,5.612,0.02,0.0281,0,0.819,10.611112, 0.269149,0,0.84
165.90206117181,-58.41824979749,5.1945,0.0109,-3.207,0.011,6.346,0.011,0.0212,0,0.802,10.5051, 0.769371,0,0.74
165.90975083417,-58.41984091167,1.425,0.0122,-10.863,0.013,4.763,0.012,0.0256,0,1.047,13.491642, 0.789697,0,0.68
165.90546155119,-58.41378657445,2.2095,0.0244,-14.092,0.026,4.981,0.024,0.0265,0,2.006,12.563519, 0.730326,1,0.84
165.83859639425,-58.47567628022,2.0699,0.0381,-10.384,0.042,5.304,0.037,0.0492,0,1.723,9.215367, 0.055090,0,0.84
165.85282617513,-58.44391924783,2.2139,0.0598,-10.423,0.069,5.956,0.063,0.0135,0,1.001,17.263159, 2.203850,0,0.84
165.82202069963,-58.44363539639,2.1812,0.1004,-10.045,0.098,5.293,0.112,0.0225,0,1.021,17.861637,         ,0,0.84
165.82147932404,-58.44371524868,2.1006,0.0821,-9.899,0.084,4.613,0.085,0.0503,7,1.333,16.7213, 2.064604,0,0.84
165.83791124767,-58.43779388733,2.1048,0.0151,-10.399,0.016,5.408,0.015,0.0277,0,0.867,10.226081, 0.212137,0,0.84
165.84418073213,-58.43696775875,2.8815,0.0126,-10.301,0.013,7.546,0.013,0.0253,0,0.927,12.909995, 0.953082,0,0.84
165.79760936238,-58.39039613341,2.1613,0.0667,-11.39,0.072,5.945,0.066,0.0253,0,3.358,8.916491, 0.074360,0,0.84
165.83020955156,-58.38755173896,2.1382,0.0495,-10.589,0.054,5.736,0.051,0.00824,0,0.982,16.884007, 1.989771,0,0.84
165.58017277401,-58.70649115568,2.0548,0.0706,-10.613,0.084,5.089,0.07,0.0188,0,1.031,17.428148, 2.265884,0,0.84
165.61794506169,-58.68915251946,1.5709,0.01,-18.013,0.011,-3.388,0.01,0.0208,1,0.851,12.349799, 1.106831,0,0.84
165.56004252495,-58.68378761973,1.3607,0.0359,-7.863,0.04,1.642,0.033,0.0257,0,1.101,16.070883, 1.413783,0,0.72
165.6142582706,-58.64829636008,2.1316,0.0158,-10.432,0.017,5.286,0.015,0.0278,0,1.11,14.10636, 1.080668,0,0.84
165.59873073758,-58.64121388171,2.0127,0.0255,-11.141,0.029,6.413,0.024,0.0243,0,1.191,15.111243, 1.362002,0,0.84
165.56949539028,-58.62793798978,1.4549,0.0919,-7.372,0.101,1.36,0.087,0.0298,0,1.051,17.879446, 1.991304,0,0.74
165.59216001446,-58.61648013003,2.0965,0.0233,-9.923,0.026,4.791,0.022,0.026,0,1.383,14.576261, 1.187826,0,0.84
165.5252512296,-58.57941088048,2.0916,0.0212,-10.042,0.022,6.291,0.02,0.0176,0,1.27,11.404359, 0.560450,0,0.84
165.43285362002,-58.5590959809,2.0671,0.0128,-10.082,0.013,5.101,0.012,0.019,1,0.956,13.583245, 0.903198,0,0.84
165.66970689385,-58.62072999934,2.1081,0.0159,-12.759,0.017,3.1,0.015,0.0222,0,1.288,13.861033, 1.184160,0,0.84
165.64965615861,-58.60767271459,2.0918,0.0602,-10.079,0.067,5.444,0.06,0.023,0,0.976,17.207504, 2.117865,0,0.84
165.63117636135,-58.60706402424,2.0218,0.0368,-10.113,0.039,4.898,0.036,0.0234,0,1.076,16.161512, 1.735800,0,0.84
165.64263283152,-58.59946123774,1.6599,0.0518,-22.458,0.055,1.893,0.049,0.0239,0,0.973,16.927246, 1.995593,0,0.8
165.67698272405,-58.60294966491,2.0673,0.0709,-10.643,0.077,5.352,0.066,0.0185,0,0.994,17.455238, 2.260813,0,0.84
165.62581841347,-58.57243165372,1.2586,0.0135,-11.731,0.014,0.238,0.013,0.0306,0,0.956,12.963857, 0.871823,0,0.88
165.64230784352,-58.57423191826,2.0802,0.0152,-10.538,0.016,5.645,0.015,0.0254,0,0.939,14.279156, 1.084430,0,0.84
165.60372025428,-58.60743118076,2.0776,0.0113,-10.119,0.012,5.398,0.011,0.0363,0,1.007,13.134459, 0.824022,0,0.84
165.60668545401,-58.57544741477,1.5858,0.0361,-15.047,0.038,2.605,0.033,0.0278,0,1.071,16.09546, 1.554529,0,0.84
165.62278654419,-58.57515506594,2.0975,0.0144,-10.094,0.015,6.121,0.013,0.0291,0,0.814,9.992248, 0.168297,0,0.84
165.58963421159,-58.57109565941,1.3148,0.0191,-1.201,0.021,7.455,0.019,0.0283,0,1.0,14.918513, 1.068914,0,0.6
165.57245238002,-58.55970128042,1.9548,0.0596,-10.011,0.067,5.193,0.056,0.0118,0,1.006,17.151169, 2.422054,0,0.84
165.58620026911,-58.5575012967,2.0959,0.0251,-10.356,0.024,4.889,0.03,0.0162,0,1.161,14.450954,         ,0,0.84
165.63485806127,-58.55770495407,2.0973,0.03,-9.901,0.032,5.667,0.029,0.0188,21,2.493,13.794322, 1.002788,0,0.84
165.65014051425,-58.56923113328,2.1487,0.013,-10.699,0.013,4.941,0.013,0.0287,0,0.814,10.811083, 0.341634,0,0.84
165.64543319199,-58.54761196785,1.9395,0.0747,-10.524,0.067,5.125,0.101,0.0738,0,1.09,16.464548, 1.665957,0,0.84
165.64585255238,-58.54754654968,2.1141,0.0798,-10.186,0.077,5.245,0.077,0.107,35,2.031,15.949657, 1.737191,0,0.84
165.61197167319,-58.54155011635,1.4026,0.2002,-6.575,0.218,3.311,0.185,0.0787,4,2.976,17.568764, 2.085062,0,0.76
165.57850741773,-58.53355846618,2.023,0.0103,-10.112,0.011,5.456,0.01,0.0285,0,0.836,12.734854, 0.733934,0,0.84
165.62411436528,-58.5221148369,1.4675,0.0143,-17.303,0.015,3.982,0.014,0.0209,0,1.037,14.152476, 0.957460,0,0.5
165.55557533721,-58.57854466147,2.1077,0.0123,-10.47,0.013,5.579,0.011,0.0181,0,0.777,10.658564, 0.287061,0,0.84
165.55932755757,-58.55865755196,1.3411,0.0158,-13.151,0.016,2.366,0.014,0.0195,0,0.999,14.135562, 0.991878,0,0.8
165.54690219083,-58.54437188368,2.0976,0.0201,-10.509,0.021,5.161,0.019,0.00793,0,1.038,14.980579, 1.310321,0,0.84
165.55115573126,-58.51648297445,2.1439,0.0256,-10.893,0.027,5.022,0.025,0.0216,0,1.415,14.822795, 1.273014,0,0.84
165.56832939428,-58.50202355227,1.2774,0.1042,-9.907,0.117,2.979,0.098,0.0279,3,1.309,17.732697, 1.955839,0,0.56
165.53573605052,-58.47823234399,2.1612,0.0237,-10.953,0.026,5.732,0.023,0.0181,0,1.986,12.559874, 0.724690,1,0.84
165.49554270172,-58.49323551499,1.9628,0.063,-9.308,0.067,5.582,0.063,0.0209,0,1.006,17.332254, 2.384083,0,0.84
165.51687972029,-58.51241513698,2.1223,0.0708,-10.712,0.078,5.245,0.071,0.0115,0,0.963,17.537037, 2.247972,0,0.84
165.48644509818,-58.4804495206,2.1127,0.0686,-12.47,0.07,-2.881,0.064,0.0132,1,0.952,17.451498, 2.284330,0,0.66
165.40533513754,-58.58804696897,2.0884,0.0294,-9.669,0.03,4.929,0.029,0.0173,0,2.559,13.826507, 1.138553,0,0.84
165.32609139656,-58.58046828445,2.0922,0.0446,-10.495,0.044,4.658,0.041,0.02,0,0.97,16.492432, 2.192235,0,0.84
165.3256250435,-58.5218117991,2.1623,0.0576,-9.99,0.059,5.077,0.053,0.00662,0,1.045,17.028435, 2.078739,0,0.84
165.32854111759,-58.50815054865,2.0943,0.037,-10.405,0.039,6.754,0.034,0.0125,0,0.941,16.140045, 1.848618,0,0.84
165.28364130759,-58.58615889513,2.0407,0.0823,-16.971,0.082,10.158,0.074,0.0146,0,1.078,17.502924, 2.365261,0,0.84
165.24714780783,-58.56628310531,2.1205,0.0926,-10.807,0.089,5.642,0.082,0.0398,1,1.195,17.493948, 2.329781,0,0.84
165.24631587865,-58.56177310778,1.8134,0.0482,-22.749,0.047,5.015,0.044,0.0236,0,1.818,15.360776, 1.376070,0,0.68
165.25233904473,-58.52484898429,1.3621,0.065,-11.07,0.063,5.313,0.058,0.0113,0,0.96,17.120113, 1.847185,0,0.5
165.25512651967,-58.4657186055,1.5029,0.0734,-13.423,0.072,3.961,0.071,0.0118,0,0.991,17.44726, 1.936649,0,0.88
165.44465469176,-58.5036913298,2.0991,0.0323,-10.22,0.036,6.295,0.031,0.0155,1,1.107,15.917514, 1.704132,0,0.84
165.42340756585,-58.50000397455,2.0272,0.0579,-10.303,0.062,5.048,0.056,0.0128,0,1.078,17.027588, 2.040312,0,0.84
165.40590399321,-58.47759599994,1.6333,0.1749,-10.412,0.19,-0.929,0.163,0.016,33,2.149,17.713669, 2.150927,0,0.8
165.39038086353,-58.45365685927,2.0807,0.037,-10.284,0.039,5.95,0.035,0.0171,0,1.017,16.227516, 1.772016,0,0.84
165.29647979785,-58.43773070433,2.8125,0.0174,-21.709,0.019,-2.828,0.017,0.0141,0,1.003,14.566401, 1.393224,0,0.74
165.25615544887,-58.45122994848,2.6308,0.0422,-4.66,0.042,7.427,0.04,0.00825,0,1.155,16.235214, 2.127001,0,0.84
165.32790340744,-58.40051899458,1.3294,0.0615,-11.118,0.063,1.929,0.059,0.0121,0,0.944,17.306559, 1.834436,0,0.86
165.29223133047,-58.40851917985,2.0885,0.0142,-10.45,0.015,5.217,0.014,0.0113,0,0.824,11.108691, 0.391336,0,0.84
165.25138928084,-58.37879049234,1.9306,0.0297,-10.839,0.032,5.147,0.029,0.00984,2,2.451,12.523709, 0.821747,1,0.84
165.68266226045,-58.51060507162,1.5649,0.0418,-13.706,0.045,-0.526,0.043,0.0219,0,2.501,14.573307, 1.080265,0,0.84
165.68481152228,-58.5105985065,1.5301,0.0126,-14.202,0.013,-0.182,0.013,0.0274,0,0.941,13.732352, 0.892077,0,0.84
165.708999928,-58.50837242857,1.6749,0.0342,-10.197,0.038,5.817,0.034,0.0528,0,1.89,9.277903, 0.122464,0,0.84
165.71867819615,-58.49338211635,1.9654,0.0912,-10.395,0.102,5.042,0.095,0.0162,0,1.058,17.884785, 2.667761,0,0.84
165.69974661355,-58.48077119254,3.8201,0.0717,1.786,0.076,13.698,0.072,0.00992,1,1.158,17.348152, 2.482063,0,0.84
165.72467229447,-58.47295428528,2.3942,0.0104,-19.638,0.011,4.72,0.01,0.0246,0,0.824,12.505015, 0.875390,0,0.78
165.71314195647,-58.46449568186,2.131,0.013,-10.656,0.014,5.302,0.014,0.0221,0,0.901,11.761271, 0.588200,0,0.84
165.69666463514,-58.47834428052,2.065,0.0527,-10.441,0.054,6.087,0.052,0.00751,0,0.97,16.918865, 2.056316,0,0.84
165.65510785094,-58.45251378585,2.0076,0.0146,-10.703,0.015,5.045,0.014,0.0233,0,1.034,12.949562, 0.796689,0,0.84
165.64852057164,-58.43256907195,2.1092,0.0147,-9.858,0.017,5.093,0.015,0.0267,0,0.956,13.856702, 0.972197,0,0.84
165.67571233452,-58.4398963206,2.0732,0.0127,-10.553,0.013,5.534,0.012,0.0181,0,0.875,11.735932, 0.587050,0,0.84
165.65619248189,-58.41430852408,2.0404,0.0195,-10.522,0.02,5.536,0.021,0.0216,1,0.828,8.475182, 0.051897,0,0.84
165.52184406617,-58.45806333229,2.214,0.0959,-10.328,0.105,5.374,0.094,0.0123,0,1.014,17.968233, 2.540857,0,0.84
165.49525520369,-58.44748919876,1.7783,0.0735,-7.075,0.078,-0.774,0.072,0.00908,0,1.001,17.589273, 2.179184,0,0.56
165.54987482268,-58.42219148854,2.0913,0.0107,-10.328,0.012,5.157,0.01,0.0317,0,0.911,12.474197, 0.709136,0,0.84
165.51223879455,-58.40859221271,1.6537,0.0116,-19.619,0.013,-3.825,0.011,0.0171,0,0.9,13.437292, 0.820877,0,0.84
165.58402812831,-58.42770866313,1.9095,0.2635,-4.446,0.293,1.922,0.239,0.102,56,3.57,17.892202, 1.765236,0,0.72
165.57593276809,-58.40818105735,1.9615,0.0248,-10.563,0.027,4.803,0.024,0.015,0,1.888,13.010211, 0.806913,0,0.84
165.61381851554,-58.39753128483,2.0437,0.0319,-10.759,0.035,5.994,0.031,0.0125,0,0.954,16.018276, 1.768145,0,0.84
165.59874425182,-58.39244053598,1.6803,0.043,-8.927,0.046,4.54,0.042,0.00896,0,0.996,16.645924, 1.832672,0,0.86
165.51200671809,-58.39478083021,2.1041,0.0155,-10.497,0.017,5.527,0.015,0.0167,0,0.929,14.395259, 1.111589,0,0.84
165.53513535378,-58.36496411873,2.248,0.6605,-9.114,0.693,8.476,0.606,0.154,20,10.326,17.323936, 1.682055,0,0.78
165.52835389582,-58.35404616095,2.1231,0.017,-9.762,0.017,5.233,0.016,0.0183,0,0.992,10.142736, 0.132878,0,0.84
165.73599884746,-58.42075574844,2.1907,0.0591,-10.941,0.063,4.822,0.059,0.0126,1,1.131,17.014658, 2.344247,0,0.84
165.71200077822,-58.38816717217,1.5583,0.074,-8.576,0.084,0.919,0.072,0.0171,0,1.049,17.52857, 1.932442,0,0.9
165.69726586943,-58.38728932422,2.0803,0.0167,-10.685,0.018,5.028,0.016,0.0151,0,0.989,14.431491, 1.125401,0,0.84
165.75635239922,-58.34109906285,1.6212,0.0619,-10.533,0.07,2.204,0.059,0.0123,0,1.057,17.160282, 1.882181,0,0.88
165.62914378974,-58.37307586833,2.1116,0.017,-9.964,0.018,5.156,0.017,0.018,0,0.834,9.620684, 0.058789,0,0.84
165.59456663758,-58.36444429574,2.0727,0.03,-9.962,0.033,5.317,0.03,0.0192,0,0.989,15.93598, 1.664955,0,0.84
165.61006752558,-58.35808282742,1.9143,0.0414,-12.82,0.044,0.265,0.038,0.00851,0,0.942,16.467196, 1.754316,0,0.84
165.53797371782,-58.3311526248,1.1394,0.0632,-16.414,0.069,-3.143,0.059,0.0143,0,1.028,17.2831, 1.882439,0,0.54
165.63235567353,-58.336218436,2.0858,0.0237,-9.765,0.027,5.22,0.022,0.0147,0,0.994,15.304934, 1.392739,0,0.84
165.64122530184,-58.32575930014,1.7712,0.0256,-7.4,0.029,-0.521,0.025,0.0143,0,0.959,15.478275, 1.369397,0,0.62
165.65179616279,-58.32640838071,1.7952,0.0133,-7.457,0.015,-0.51,0.013,0.0187,0,0.917,13.744462, 0.878364,0,0.68
165.63027395112,-58.32094709444,1.7435,0.0551,-11.291,0.065,3.676,0.052,0.0153,0,0.993,17.024324, 2.089943,0,0.84
165.62178434892,-58.30670298574,1.3915,0.0654,-13.246,0.072,2.53,0.062,0.0143,1,1.051,17.29961, 1.861788,0,0.78
165.61022729607,-58.29739505807,2.0542,0.0127,-10.781,0.015,5.937,0.012,0.0148,1,1.044,13.433481, 0.876361,0,0.84
165.44812149306,-58.39706066631,2.1477,0.0286,-10.673,0.03,5.447,0.027,0.0182,1,0.938,15.698458, 1.548272,0,0.84
165.41880390662,-58.41588157069,1.7336,0.018,-12.713,0.021,4.788,0.017,0.0216,0,1.024,14.469629, 1.070828,0,0.84
165.40408979255,-58.40593066123,2.0202,0.0769,-9.812,0.094,5.748,0.078,0.00382,90,2.521,15.719826, 1.594503,0,0.84
165.43003438282,-58.40965846284,2.0769,0.0174,-10.584,0.018,4.981,0.016,0.02,1,0.942,14.449063, 1.132598,0,0.84
165.40129077365,-58.40167542575,2.0628,0.0127,-10.148,0.013,5.913,0.012,0.0145,0,0.99,12.882116, 0.771103,0,0.84
165.42482123619,-58.3896815018,2.4922,0.0208,-4.177,0.022,7.044,0.019,0.0187,0,1.717,12.376197, 0.692468,1,0.84
165.52362757582,-58.35522752086,3.5768,0.0188,-2.215,0.019,0.486,0.017,0.00876,0,0.965,14.675853, 1.568457,0,0.66
165.44011680557,-58.35771226618,1.998,0.0294,-11.79,0.03,15.885,0.027,0.0116,0,2.675,13.734992, 1.087069,0,0.68
165.45429908494,-58.34909860905,1.7782,0.0348,-8.882,0.035,3.903,0.033,0.0105,0,0.952,16.142187, 1.877046,0,0.84
165.36069174731,-58.38022394299,1.0898,0.0547,-18.033,0.058,-2.006,0.054,0.00755,0,1.076,16.980843,         ,0,0.5
165.36732472652,-58.35908889459,2.0361,0.0441,-10.511,0.046,5.511,0.043,0.0102,0,1.003,16.645775, 1.922962,0,0.84
165.32382535316,-58.31008623075,1.8899,0.0201,-10.819,0.022,-3.322,0.02,0.0087,42,1.539,13.718258, 0.892262,0,0.62
165.52128187213,-58.33093727149,2.0268,0.0792,-9.685,0.085,5.762,0.075,0.0072,0,0.986,17.71941, 2.418501,0,0.84
165.48341086553,-58.32562625342,2.0955,0.0163,-10.796,0.018,4.991,0.015,0.0138,0,0.986,14.316036, 1.077911,0,0.84
165.52941863357,-58.31757396327,2.0558,0.0448,-10.4,0.05,5.3,0.043,0.0064,0,1.028,16.606804, 1.894441,0,0.84
165.53211922481,-58.30945807844,2.0253,0.0268,-10.229,0.03,4.993,0.025,0.0114,0,1.012,15.555613, 1.496007,0,0.84
165.53812361647,-58.3008416217,2.0838,0.0171,-10.394,0.019,4.769,0.016,0.0115,0,1.055,14.429555, 1.119970,0,0.84
165.45335032208,-58.30599806185,3.7252,0.0385,-12.009,0.042,12.145,0.035,0.0145,0,2.251,11.542727, 0.811363,0,0.74
165.46174630689,-58.32227198695,1.3839,0.0117,-13.3,0.013,2.723,0.01,0.013,0,0.895,13.081424, 0.686242,0,0.9
165.46772591673,-58.32368791419,1.558,0.0255,-10.825,0.028,3.347,0.024,0.0106,0,0.976,15.547798, 1.276530,0,0.92
165.46167593418,-58.31344639954,2.1133,0.0155,-10.172,0.018,5.254,0.014,0.00648,0,0.882,11.110888, 0.406522,0,0.84
165.46023712664,-58.27463994163,1.5116,0.0258,-6.379,0.029,1.621,0.024,0.0115,0,1.007,15.454588, 1.195272,0,0.62
165.34579948424,-58.27035504967,2.591,0.0191,-1.331,0.02,7.269,0.018,0.00806,0,0.944,14.811506, 1.462213,0,0.84
165.43325829368,-58.23734334281,2.3464,0.0594,-14.971,0.064,0.415,0.055,0.0173,0,1.049,17.078728, 2.543150,0,0.84
165.39597321144,-58.20246307269,2.0603,0.0517,-10.032,0.056,5.369,0.051,0.00702,0,0.971,16.969685, 2.123341,0,0.84
164.62325130954,-59.65351456336,1.3449,0.0208,-14.235,0.024,1.76,0.02,0.02,0,0.922,15.024849, 0.991691,0,0.8
164.64747048544,-59.62854162611,1.7448,0.0143,-28.366,0.016,-7.402,0.014,0.0185,0,0.902,14.007112, 0.895330,0,0.8
164.58733183293,-59.58994489994,2.689,0.0569,-16.599,0.064,0.45,0.056,0.0163,2,0.981,17.082823, 2.603172,0,0.84
164.4601498687,-59.5857303271,1.2783,0.2289,-18.684,0.239,-3.891,0.235,0.0202,51,4.79,16.78377, 1.187384,0,0.66
164.53567256684,-59.5435533757,2.1081,0.0247,-10.905,0.027,5.554,0.025,0.0211,0,0.976,15.483301, 1.517093,0,0.84
164.52353300473,-59.54481743774,2.6079,0.5815,-7.436,0.625,3.823,0.585,0.191,30,8.298,17.474077, 1.498102,0,0.8
164.46462595483,-59.51114101289,1.662,0.0623,-16.929,0.066,4.904,0.06,0.0273,0,1.041,17.246103, 1.998983,0,0.84
164.64768981905,-59.55338606644,2.2952,0.0164,-9.239,0.018,5.066,0.017,0.015,0,1.006,11.402526, 0.610096,0,0.84
164.59812872733,-59.54826299195,1.7102,0.0106,-22.765,0.012,0.847,0.011,0.0221,0,0.846,9.581095, 1.303190,0,0.84
164.57766703111,-59.52091211829,2.0752,0.0423,-9.987,0.046,5.573,0.042,0.0186,0,0.951,16.551462, 1.915231,0,0.84
164.57285833455,-59.51517655976,2.1501,0.7554,-8.251,0.789,6.077,0.721,0.263,66,14.343,17.53872, 1.288744,0,0.76
164.53185525202,-59.43233613331,2.6872,0.1238,-15.363,0.126,2.825,0.124,0.0632,7,1.18,17.758028, 2.887499,0,0.84
164.53128532854,-59.43238616135,2.707,0.0982,-16.059,0.101,2.397,0.106,0.0156,9,1.034,17.765808, 2.874998,0,0.84
164.39964007345,-59.56126295531,2.4077,0.0936,-17.992,0.101,3.496,0.091,0.0269,0,0.997,17.995907, 2.590202,0,0.84
164.39999286494,-59.5173689868,1.7324,0.0108,-12.66,0.012,-4.056,0.012,0.033,0,0.724,11.721921, 0.727156,0,0.58
164.27064042891,-59.49967296985,2.8928,0.6977,6.154,0.691,5.177,0.634,0.215,24,11.588,17.900173, 2.717815,0,0.6
164.30768909876,-59.50383397317,2.9574,0.119,-17.848,0.124,-0.587,0.115,0.0455,0,1.313,17.882381, 2.901262,0,0.8
164.21432899578,-59.48071065263,1.7824,0.0131,-18.093,0.015,2.358,0.015,0.0174,0,0.849,13.071431, 0.874439,0,0.84
164.32800190144,-59.46577662414,1.4618,0.0163,-9.959,0.018,2.889,0.016,0.0354,0,0.826,11.027996, 0.154989,0,0.92
164.29832720996,-59.45909038396,3.555,0.0125,-23.416,0.014,-2.132,0.013,0.0214,0,0.893,13.428177, 1.249992,0,0.74
164.31902808958,-59.4337492046,2.6629,0.0802,-18.252,0.083,-1.258,0.078,0.00903,0,0.95,17.502768, 2.587007,0,0.84
164.30265175,-59.44413519997,2.0991,0.0157,-10.486,0.017,5.799,0.016,0.0122,0,0.857,11.289365, 0.482640,0,0.84
164.43235907312,-59.45624016018,1.9417,0.0266,-15.359,0.03,10.364,0.026,0.0215,0,0.995,15.593324, 1.515241,0,0.84
164.45863635285,-59.38929740125,4.4363,0.0105,-12.43,0.012,5.819,0.012,0.0205,0,0.857,13.046921, 1.202143,0,0.74
164.29531521512,-59.41583968125,5.149,0.0211,-9.035,0.023,22.092,0.023,0.0155,1,1.801,13.058784, 1.366818,0,0.7
164.26679936725,-59.4039636821,1.7457,0.014,-11.165,0.015,3.493,0.016,0.0223,0,0.9,11.536375, 0.544520,0,0.84
164.34325138248,-59.34020773393,2.5521,0.0188,-17.349,0.021,7.898,0.021,0.00444,0,0.997,14.727925, 1.415018,0,0.78
164.70004394868,-59.45546265759,4.1692,0.0442,-18.394,0.05,-5.447,0.044,0.0144,0,0.996,16.818047, 2.509779,0,0.7
164.71638110841,-59.44298618732,1.4522,0.2174,-7.91,0.267,6.986,0.285,0.0848,15,2.548,17.810375,         ,0,0.62
164.68377036348,-59.42871842441,3.0063,0.3424,-4.113,0.378,-0.147,0.322,0.0914,15,6.594,17.683369, 2.042654,0,0.66
164.72733325163,-59.42266082458,2.0828,0.0142,-9.813,0.017,5.181,0.014,0.0153,0,0.927,14.193349, 1.062699,0,0.84
164.66829984334,-59.38000129613,1.6755,0.0355,-9.148,0.04,0.809,0.036,0.0269,0,3.142,13.381309, 0.928378,0,0.84
164.5938139664,-59.38950332173,3.8538,0.0569,-10.981,0.061,6.314,0.057,0.0177,0,1.199,16.852333, 2.509217,0,0.76
164.55057297706,-59.39910036445,1.5052,0.5058,-6.251,0.557,10.382,0.519,0.0641,72,10.264,17.070444, 1.396234,0,0.64
164.53222312978,-59.38692791571,2.4387,0.2964,-3.475,0.317,2.96,0.28,0.149,21,3.968,17.639706, 1.903437,0,0.8
164.59461426758,-59.36104888872,1.5643,0.2551,-7.068,0.279,3.002,0.265,0.0552,33,3.779,17.917377, 2.017895,0,0.58
164.68776948581,-59.3542516039,1.3971,0.0173,-19.39,0.019,2.377,0.017,0.0172,0,1.142,10.949207, 0.500193,0,0.5
164.76758335439,-59.32683274562,1.6814,0.0355,-13.295,0.039,-4.356,0.035,0.0156,0,0.98,16.220037, 1.556440,0,0.54
164.75707590812,-59.29172357697,2.0254,0.0652,-10.383,0.069,5.501,0.071,0.0244,0,1.655,16.41222, 1.914489,0,0.84
164.6972000894,-59.27188317495,1.5424,0.0489,-14.848,0.052,3.997,0.051,0.0182,0,0.997,16.909254, 1.827045,0,0.84
164.59548477584,-59.29274200607,2.7463,0.0274,-18.224,0.029,-1.557,0.027,0.0302,1,1.012,15.66538, 1.985486,0,0.84
164.5623013539,-59.28849496264,1.3346,0.0255,-11.215,0.029,1.245,0.028,0.0276,0,0.981,15.551486, 1.220059,0,0.76
164.62104775113,-59.23902269528,1.8389,0.603,-6.2,0.648,10.141,0.6,0.0933,65,9.37,17.631891, 1.206112,0,0.58
164.46562136086,-59.36348208242,2.3176,0.0387,-13.419,0.042,1.214,0.042,0.0213,0,1.005,16.50395, 1.967826,0,0.84
164.40148649932,-59.33952238225,2.9324,0.0469,-17.618,0.049,3.106,0.05,0.00127,0,1.023,16.791267, 2.590918,0,0.74
164.40215690348,-59.33866092535,2.89,0.0551,-17.304,0.056,2.925,0.057,0.0104,0,1.009,17.11683, 2.890362,0,0.76
164.41312618954,-59.33330525036,1.2822,0.2924,-14.529,0.306,2.783,0.305,0.096,29,7.639,16.471615, 1.345317,0,0.54
164.51525485415,-59.3400978734,1.9336,0.073,-8.921,0.079,6.594,0.077,0.0216,0,1.087,17.569942, 2.273554,0,0.84
