ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,IPDgofha,IPDfmp,ruwe,phot_g_mean_mag,bp_rp,VarFlag,NSS,RAJ2000,DEJ2000,prob
132.90026413767,11.79639037173,1.1676,0.0238,-10.958,0.025,-2.702,0.018, 9.60e-02,  0,1.002,14.304262, 0.836677,NOT_AVAILABLE,0,132.90031388919, 11.79640238014,1.0
132.91266321981,11.79871220215,1.1531,0.0184,-10.788,0.02,-3.096,0.016, 7.20e-02,  0,1.006,13.555792, 0.823344,NOT_AVAILABLE,0,132.91271220222, 11.79872596342,1.0
132.95293021012,11.81804435223,0.3618,0.2602,-4.773,0.254,-11.102,0.195, 3.12e-02,  0,1.009,18.937057, 1.448929,NOT_AVAILABLE,0,132.95295188228, 11.81809369483,0.52
132.93103535396,11.81449158258,1.1496,0.0375,-10.648,0.039,-2.997,0.026, 6.16e-02,  1,1.03,15.486406, 1.095654,NOT_AVAILABLE,0,132.93108370405, 11.81450490144,1.0
132.9200212614,11.81820949928,1.1391,0.0182,-10.886,0.019,-2.901,0.014, 7.89e-02,  0,0.949,13.656600, 0.751306,NOT_AVAILABLE,0,132.92007068932, 11.81822239280,1.0
132.84642613228,11.77326353807,1.5151,0.3678,-5.095,0.351,-0.278,0.257, 3.32e-02,  0,1.023,19.355917, 2.416222,NOT_AVAILABLE,0,132.84644926209, 11.77326477247,0.94
132.83980053556,11.76838180901,1.1829,0.0215,-10.96,0.022,-2.618,0.016, 7.34e-02,  0,1.0,11.146684, 1.215484,NOT_AVAILABLE,0,132.83985029263, 11.76839344283,1.0
132.83379978559,11.77825273949,1.17,0.0217,-10.832,0.023,-2.602,0.018, 1.00e-01,  0,1.252,12.624251, 0.729064,NOT_AVAILABLE,0,132.83384896232, 11.77826430401,1.0
132.83557756305,11.76801069626,1.1452,0.0171,-11.189,0.017,-3.225,0.013, 9.86e-02,  0,1.029,13.042321, 0.753266,NOT_AVAILABLE,0,132.83562836114, 11.76802503045,1.0
132.83342339464,11.77929217385,1.4729,0.2181,-11.408,0.311,-2.868,0.321, 7.51e-02,  0,0.997,18.405497, 1.464737,NOT_AVAILABLE,0,132.83347518705, 11.77930492095,1.0
132.84182980075,11.7780449166,1.1692,0.018,-11.043,0.018,-3.032,0.013, 9.32e-02,  0,1.119,13.048145, 0.747276,NOT_AVAILABLE,0,132.84187993448, 11.77805839433,1.0
132.83289299566,11.78343701656,1.118,0.0185,-11.66,0.019,-4.245,0.015, 8.79e-02,  0,1.023,12.022738, 0.615633,NOT_AVAILABLE,0,132.83294593370, 11.78345588304,1.0
132.83567249612,11.77121175451,1.173,0.0184,-11.099,0.019,-3.118,0.015, 1.03e-01,  2,0.968,12.782083, 0.605691,NOT_AVAILABLE,0,132.83572288666, 11.77122561099,1.0
132.83440759469,11.77216174868,2.5056,0.7321,-9.711,0.76,-1.63,0.595, 1.37e-01, 72,5.757,17.400410, 1.780678,NOT_AVAILABLE,0,132.83445168210, 11.77216899510,0.88
132.85021284781,11.78655849134,0.9626,0.0184,-1.278,0.019,-6.642,0.013, 7.61e-02,  2,1.003,13.619302, 0.766297,NOT_AVAILABLE,0,132.85021864958, 11.78658801352,0.8
132.85044083113,11.78592828222,1.1778,0.0169,-10.845,0.017,-2.837,0.012, 7.87e-02,  0,1.058,13.319411, 0.858448,NOT_AVAILABLE,0,132.85049006734, 11.78594089200,1.0
132.84913659265,11.78778762734,1.5846,0.038,-10.086,0.041,-2.986,0.035, 7.74e-02,  0,2.105,12.632659, 0.962272,NOT_AVAILABLE,3,132.84918238651, 11.78780089909,1.0
132.84573321493,11.77826498701,0.9527,0.1834,-11.072,0.181,-2.872,0.129, 4.70e-02,  0,1.031,18.315613, 2.055262,NOT_AVAILABLE,0,132.84578348229, 11.77827775214,1.0
132.8511973167,11.79121022092,1.1481,0.0306,-11.305,0.032,-3.163,0.023, 7.22e-02,  1,0.959,14.753410, 0.913031,NOT_AVAILABLE,0,132.85124864556, 11.79122427665,1.0
132.87178875825,11.79007977784,1.5393,0.7901,-10.264,0.818,-3.203,0.658, 1.17e-02,  0,0.99,20.342090, 2.273836,NOT_AVAILABLE,0,132.87183535782, 11.79009401545,0.94
132.87455586768,11.78800495749,1.1672,0.0223,-11.396,0.021,-3.299,0.015, 6.33e-02,  0,1.061, 9.234212, 1.487131,NOT_AVAILABLE,0,132.87460760765, 11.78801961929,1.0
132.86804379291,11.78040078491,1.1555,0.0286,-11.011,0.03,-2.846,0.024, 7.49e-02,  0,1.025,14.733531, 1.099156,VARIABLE     ,0,132.86809378283, 11.78041343464,1.0
132.86320964088,11.78248199711,2.4529,1.6475,-12.18,1.417,-3.81,1.071, 4.87e-01,  0,0.966,20.434872, 0.523825,VARIABLE     ,0,132.86326493814, 11.78249892825,0.84
132.88200269671,11.79113734951,1.0278,0.5461,-11.54,0.578,-13.475,0.432, 3.46e-02,  0,1.089,19.845840, 2.214394,NOT_AVAILABLE,0,132.88205509146, 11.79119723962,0.98
132.88495830148,11.80032892693,1.3355,0.0207,-11.116,0.021,-2.535,0.015, 6.41e-02,  2,1.337,12.552402, 0.986618,NOT_AVAILABLE,0,132.88500877414, 11.80034019537,1.0
132.88514110293,11.79787151186,1.2061,0.0274,-11.541,0.028,-2.307,0.021, 7.76e-02,  0,1.684,12.479906, 0.790973,NOT_AVAILABLE,1,132.88519350473, 11.79788176509,1.0
132.87066872744,11.7952605101,1.1318,0.044,-10.527,0.043,-3.086,0.029, 7.44e-02,  0,0.937,15.419273, 1.222293,NOT_AVAILABLE,0,132.87071652179, 11.79527422561,1.0
132.85687611938,11.79823820941,-0.0284,0.7024,-10.922,0.683,-4.545,0.642, 5.72e-02,  0,0.998,20.272606, 2.055101,NOT_AVAILABLE,0,132.85692571145, 11.79825840809,0.94
132.86370385292,11.7924917413,0.571,0.0263,-4.249,0.028,-2.643,0.019, 8.33e-02,  0,0.991,14.609119, 0.664125,NOT_AVAILABLE,0,132.86372314319, 11.79250348807,0.9
132.85566477407,11.79284468973,1.0056,0.0617,-12.803,0.065,-1.869,0.057, 8.53e-02,  0,3.618,12.390759, 0.767270,NOT_AVAILABLE,0,132.85572290176, 11.79285299620,1.0
132.85346852402,11.80111278677,1.0702,0.0595,-11.262,0.065,-2.385,0.057, 8.62e-02,  0,2.393,14.304366, 0.944413,NOT_AVAILABLE,0,132.85351965692, 11.80112338513,1.0
132.86951967073,11.8005956954,1.1273,0.0192,-11.298,0.019,-3.282,0.014, 7.09e-02,  0,1.103,13.629351, 0.850504,NOT_AVAILABLE,0,132.86957096743, 11.80061028407,1.0
132.86352230365,11.80275739804,1.2571,0.0861,-11.047,0.086,-2.918,0.06, 6.80e-02,  0,1.001,17.012089, 1.880854,NOT_AVAILABLE,0,132.86357246245, 11.80277036714,1.0
132.82222908538,11.78350520621,1.1947,0.0223,-10.972,0.022,-2.842,0.017, 9.93e-02,  0,1.058,12.937614, 0.728776,NOT_AVAILABLE,0,132.82227890132, 11.78351783702,1.0
132.8238507419,11.78185656716,1.1965,0.045,-10.824,0.044,-2.885,0.032, 6.53e-02,  0,1.215,15.443939, 1.294167,NOT_AVAILABLE,0,132.82389988185, 11.78186938888,1.0
132.81797478342,11.78645685571,2.3345,0.4889,-14.42,0.475,-11.773,0.357, 5.38e-02,  0,0.999,19.773441, 2.128666,NOT_AVAILABLE,0,132.81804025202, 11.78650917837,0.86
132.8327256703,11.7842441466,1.1183,0.0559,-11.083,0.054,-2.627,0.038, 8.19e-02,  0,0.975,16.013441, 1.065440,NOT_AVAILABLE,0,132.83277598813, 11.78425582291,1.0
132.81694052496,11.78736659384,1.5888,0.2543,-11.569,0.256,-2.998,0.191, 3.75e-02,  0,1.026,18.892122, 2.620420,NOT_AVAILABLE,0,132.81699304903, 11.78737991960,1.0
132.82912472524,11.78922830296,0.9837,0.1506,-11.221,0.156,-2.67,0.119, 7.81e-02,  0,0.997,17.997208, 1.986336,NOT_AVAILABLE,0,132.82917567218, 11.78924016875,1.0
132.82781372723,11.78407546992,1.2086,0.0151,-10.8,0.015,-2.762,0.011, 6.60e-02,  0,0.942,12.357132, 0.997836,VARIABLE     ,0,132.82786275866, 11.78408774756,1.0
132.825720319,11.77921091047,0.7167,0.3022,-1.497,0.307,0.039,0.232, 8.45e-02,  0,0.978,19.220959, 1.062016,NOT_AVAILABLE,0,132.82572711687, 11.77921073638,0.5
132.82987263745,11.79851141591,1.1693,0.0184,-10.99,0.018,-3.16,0.013, 8.85e-02,  0,1.043,13.535529, 0.763662,NOT_AVAILABLE,0,132.82992253533, 11.79852546125,1.0
132.81430795998,11.79206576697,1.0662,0.0233,-11.499,0.024,-2.402,0.018, 9.47e-02,  0,1.34,12.545177, 0.662852,NOT_AVAILABLE,0,132.81436017025, 11.79207644244,1.0
132.8114505649,11.78999323335,1.1505,0.0175,-10.997,0.017,-2.838,0.013, 1.08e-01,  0,0.94,12.681729, 0.735446,NOT_AVAILABLE,0,132.81150049276, 11.79000584499,1.0
132.83001389555,11.80748976199,1.3514,0.0951,-10.999,0.097,-2.986,0.069, 7.30e-02,  0,0.978,17.290668, 1.862312,NOT_AVAILABLE,0,132.83006383657, 11.80750303494,1.0
132.82901989089,11.80603297037,1.538,0.2694,-11.109,0.262,-2.589,0.197, 2.31e-02,  0,1.003,18.919186, 2.403963,NOT_AVAILABLE,0,132.82907033229, 11.80604447859,1.0
132.82107553422,11.80858630094,1.5233,0.2393,-10.509,0.302,-2.598,0.199, 7.38e-02,  0,1.073,18.578867, 2.161468,NOT_AVAILABLE,0,132.82112325265, 11.80859784563,1.0
132.82100479457,11.80743346577,1.2306,0.0934,-10.817,0.112,-2.937,0.072, 9.26e-02,  3,1.059,17.058317, 1.729017,NOT_AVAILABLE,0,132.82105390799, 11.80744651790,1.0
132.82119757722,11.80447912026,1.1621,0.0165,-11.379,0.018,-3.062,0.012, 7.65e-02,  0,0.939, 9.921911, 1.400881,NOT_AVAILABLE,0,132.82124924499, 11.80449273136,1.0
132.85054101353,11.80740716146,1.0984,0.0661,-11.044,0.069,-3.051,0.059, 7.15e-02,  0,0.999,16.603622, 1.427603,NOT_AVAILABLE,0,132.85059115851, 11.80742071967,1.0
132.84702966111,11.79639476621,1.2519,0.0548,-10.971,0.056,-2.724,0.037, 9.04e-02,  0,1.059,16.080550, 1.262462,NOT_AVAILABLE,0,132.84707947297, 11.79640687160,1.0
132.84902273871,11.80502777842,3.1238,0.6868,-4.707,0.622,-5.811,0.467, 3.21e-02,  0,0.978,19.932297, 2.247526,NOT_AVAILABLE,0,132.84904410972, 11.80505360404,0.8
132.85524150643,11.80376189587,1.166,0.0229,-10.95,0.024,-2.882,0.019, 7.95e-02,  0,1.13,13.985338, 0.899040,NOT_AVAILABLE,0,132.85529122511, 11.80377470317,1.0
132.85031109265,11.80607794216,1.156,0.0163,-11.139,0.017,-2.903,0.013, 9.32e-02,  1,0.928,12.679014, 0.744835,NOT_AVAILABLE,0,132.85036167113, 11.80609084500,1.0
132.84542537216,11.81372071798,1.1644,0.0152,-11.034,0.016,-2.85,0.012, 9.38e-02,  0,0.918,12.549206, 0.734937,NOT_AVAILABLE,0,132.84547547184, 11.81373338305,1.0
132.84693779229,11.80736186359,1.1066,0.0505,-11.085,0.052,-3.603,0.041, 7.18e-02,  0,2.552,14.055045, 1.069744,NOT_AVAILABLE,0,132.84698812589, 11.80737787619,1.0
132.8421994418,11.80775179239,1.1692,0.0412,-11.064,0.042,-3.06,0.03, 7.71e-02,  0,1.129,15.436183, 1.127803,NOT_AVAILABLE,0,132.84224967590, 11.80776539421,1.0
132.8449654783,11.80048166625,1.1576,0.018,-10.966,0.018,-2.847,0.014, 7.03e-02,  0,0.973,10.169919, 1.236659,NOT_AVAILABLE,0,132.84501526700, 11.80049431826,1.0
132.85808725086,11.81914437316,1.1427,0.0161,-11.285,0.017,-2.668,0.014, 8.93e-02,  1,0.976,13.090845, 0.745977,NOT_AVAILABLE,0,132.85813849077, 11.81915622957,1.0
132.85613980133,11.81526991345,0.9809,0.0932,-11.067,0.092,-2.978,0.063, 4.01e-02,  0,1.04,16.957205, 1.860519,NOT_AVAILABLE,0,132.85619005420, 11.81528314796,1.0
132.86203403806,11.81097233184,1.0113,0.0785,-7.869,0.262,-1.643,0.107, 1.13e-01, 23,3.139,13.277840,         ,NOT_AVAILABLE,0,132.86206976842, 11.81097963229,1.0
132.85762241692,11.81266768536,1.1015,0.0521,-11.174,0.05,-3.282,0.035, 4.34e-02,  0,0.993,15.847855, 1.253264,NOT_AVAILABLE,0,132.85767315267, 11.81268227224,1.0
132.85391265515,11.81687446411,1.2258,0.0196,-9.848,0.019,-3.257,0.014, 6.36e-02,  0,1.158,13.094708, 0.767907,NOT_AVAILABLE,0,132.85395737039, 11.81688893867,1.0
132.85833153783,11.8075831161,1.0782,0.1007,-10.67,0.099,-3.272,0.07, 4.38e-02,  0,0.938,17.290304, 1.762056,NOT_AVAILABLE,0,132.85837998631, 11.80759765842,1.0
132.83285315935,11.81043902316,0.8632,0.0664,-3.753,0.07,-4.865,0.052, 5.86e-02,  0,0.99,16.580038, 1.228997,NOT_AVAILABLE,0,132.83287020026, 11.81046064631,0.9
132.83837198439,11.82110830024,1.3042,0.4624,-12.253,0.467,-2.201,0.341, 8.18e-02,  0,1.053,19.636171, 2.415815,NOT_AVAILABLE,0,132.83842762198, 11.82111808265,1.0
132.84293097103,11.81201882051,0.8462,0.6191,-4.911,0.588,-3.461,0.418, 1.27e-01,  8,1.021,19.975613, 2.105295,NOT_AVAILABLE,0,132.84295326960, 11.81203420166,0.94
132.83290451845,11.8113257925,1.2014,0.2462,-10.795,0.251,-2.701,0.175, 1.60e-01,  0,1.025,18.736725,-0.524195,NOT_AVAILABLE,0,132.83295353426, 11.81133779909,1.0
132.83621905086,11.80873840525,1.3259,0.1268,-11.318,0.127,-2.952,0.099, 6.40e-02,  0,1.01,17.790794, 2.090630,NOT_AVAILABLE,0,132.83627044196, 11.80875152708,1.0
132.84003048001,11.81736087393,1.1972,0.0339,-10.942,0.037,-2.863,0.027, 9.80e-02,  1,1.088,14.996793, 0.966908,VARIABLE     ,0,132.84008016302, 11.81737359874,1.0
132.84901041231,11.83035941031,1.1074,0.0434,-11.171,0.04,-2.82,0.028, 2.70e-02,  0,1.49,11.241152, 1.059449,NOT_AVAILABLE,2,132.84906113946, 11.83037194149,1.0
132.84788105468,11.81828394619,1.1473,0.0488,-11.068,0.051,-2.995,0.04, 8.11e-02,  1,1.054,15.922245, 1.215419,NOT_AVAILABLE,0,132.84793131297, 11.81829725734,1.0
132.84562681308,11.82030919729,1.1856,0.0191,-10.656,0.021,-3.118,0.015, 1.09e-01,  0,1.133,13.152652, 0.627045,NOT_AVAILABLE,0,132.84567520108, 11.82032305557,1.0
132.88567668577,11.8066902834,1.1561,0.0211,-11.163,0.022,-3.021,0.016, 6.71e-02,  0,0.948,14.014697, 0.791452,NOT_AVAILABLE,0,132.88572737026, 11.80670370845,1.0
132.89927206176,11.81430874714,1.1516,0.0188,-11.095,0.018,-2.924,0.013, 8.36e-02,  1,0.97,13.462918, 0.753420,NOT_AVAILABLE,0,132.89932243890, 11.81432174478,1.0
132.8773505033,11.82032904933,1.1735,0.0148,-10.871,0.015,-3.06,0.011, 6.77e-02,  0,0.879,12.542159, 0.767435,NOT_AVAILABLE,0,132.87739986607, 11.82034265076,1.0
132.88838980141,11.81424984464,1.1513,0.0197,-11.559,0.021,-2.453,0.015, 7.65e-02,  0,1.152,12.558520, 0.766160,NOT_AVAILABLE,0,132.88844228804, 11.81426074579,1.0
132.87731954225,11.81521125344,1.1808,0.0217,-10.757,0.024,-3.121,0.016, 7.55e-02,  1,1.286,13.156977, 0.789010,NOT_AVAILABLE,0,132.87736838518, 11.81522512396,1.0
132.87624057104,11.8151593888,1.2854,0.0975,-10.907,0.094,-2.98,0.073, 5.78e-02, 16,1.03,17.088352, 1.618120,NOT_AVAILABLE,0,132.87629009564, 11.81517263268,1.0
132.88576013499,11.81445941821,1.1226,0.0226,-11.178,0.024,-3.111,0.017, 9.73e-02,  0,1.028,11.031843, 0.284430,NOT_AVAILABLE,0,132.88581088879, 11.81447324493,1.0
132.87684134733,11.81618806596,1.3622,0.0275,-11.119,0.028,-2.973,0.021, 5.36e-02,  0,1.587,11.806252, 1.167351,NOT_AVAILABLE,0,132.87689183462, 11.81620127949,1.0
132.8778161229,11.81457891942,1.1852,0.0451,-10.988,0.046,-2.884,0.032, 7.74e-02, 12,1.144,15.566227, 1.067028,NOT_AVAILABLE,0,132.87786601416, 11.81459173814,1.0
132.89278095662,11.82883833383,1.1582,0.0168,-11.001,0.017,-3.025,0.013, 9.96e-02,  1,1.008,12.715951, 0.704548,NOT_AVAILABLE,0,132.89283091053, 11.82885177702,1.0
132.89394229148,11.81856252845,1.1402,0.0354,-11.07,0.038,-3.139,0.029, 8.46e-02,  0,1.058,15.193318, 1.200718,NOT_AVAILABLE,0,132.89399255861, 11.81857648039,1.0
132.90945638929,11.82909787739,0.9233,0.1332,-10.973,0.138,-3.145,0.099, 8.26e-02,  0,0.978,17.822386, 1.937439,NOT_AVAILABLE,0,132.90950621728, 11.82911185301,1.0
132.92637138384,11.83545458966,1.1955,0.0253,-11.02,0.025,-2.584,0.018, 5.19e-02,  0,1.19,11.352173, 1.198741,NOT_AVAILABLE,0,132.92642142699, 11.83546607278,0.98
132.91341313065,11.8343892872,1.1954,0.0161,-11.01,0.017,-3.155,0.012, 7.98e-02,  0,1.043,12.105291, 0.738227,NOT_AVAILABLE,0,132.91346312685, 11.83440330804,1.0
132.92683335316,11.83108964508,1.1724,0.0158,-11.035,0.016,-2.669,0.011, 7.44e-02,  0,0.987,12.405653, 0.762615,NOT_AVAILABLE,0,132.92688346210, 11.83110150531,0.98
132.92451565493,11.82711947888,1.1551,0.0274,-11.0,0.028,-2.84,0.02, 7.28e-02,  0,0.969,14.765704, 0.918940,NOT_AVAILABLE,0,132.92456560264, 11.82713210086,1.0
132.89665849794,11.83090178048,1.5928,0.4139,-10.02,0.424,-3.256,0.317, 6.23e-02,  0,0.974,19.671015, 2.404900,NOT_AVAILABLE,0,132.89670399841, 11.83091625219,0.98
132.90580837227,11.8347940126,1.178,0.0156,-11.298,0.016,-3.12,0.012, 9.23e-02,  0,0.914,12.437181, 0.761727,NOT_AVAILABLE,0,132.90585967502, 11.83480788027,1.0
132.9030147471,11.83306537969,1.105,0.0366,-11.048,0.037,-2.872,0.027, 9.09e-02,  0,0.986,15.300270, 1.037300,NOT_AVAILABLE,0,132.90306491362, 11.83307814458,1.0
132.90159062662,11.82606629886,1.0869,0.066,-10.745,0.071,-2.842,0.05, 6.89e-02,  0,0.984,16.680030, 1.768659,NOT_AVAILABLE,0,132.90163941968, 11.82607892974,1.0
132.89395716944,11.83392009523,1.9501,0.4586,-10.495,0.48,-3.747,0.352, 4.27e-02,  1,1.047,19.825947, 2.260830,NOT_AVAILABLE,0,132.89400482710, 11.83393674783,0.96
132.8974876606,11.83998335178,1.7887,0.9096,-8.636,1.118,-2.081,1.154, 1.02e-01,  0,1.203,20.329557, 2.219902,NOT_AVAILABLE,0,132.89752687900, 11.83999260140,0.92
132.86723116425,11.82429374363,1.1684,0.0169,-10.523,0.017,-2.399,0.013, 4.32e-02,  0,0.998,12.667932, 0.658892,VARIABLE     ,0,132.86727894885, 11.82430440573,1.0
132.86046098811,11.82230541073,1.1482,0.017,-10.752,0.017,-2.486,0.012, 8.03e-02,  0,0.995,13.336247, 0.754703,NOT_AVAILABLE,0,132.86050981097, 11.82231646148,1.0
132.8766344163,11.8349467999,1.1885,0.0361,-10.738,0.037,-2.844,0.027, 7.13e-02,  0,1.074,15.435865, 1.297738,NOT_AVAILABLE,0,132.87668317567, 11.83495944207,1.0
132.88390694835,11.83433138428,1.0569,0.0229,-11.162,0.025,-3.24,0.018, 9.05e-02,  0,1.614,12.486162, 0.759560,NOT_AVAILABLE,0,132.88395763602, 11.83434578486,1.0
132.88022053254,11.83085699961,1.1201,0.0558,-10.914,0.056,-3.051,0.04, 6.56e-02,  0,0.953,16.107690, 1.535782,NOT_AVAILABLE,0,132.88027009070, 11.83087055759,1.0
132.85846187997,11.83208058559,1.1177,0.0258,-11.767,0.026,-3.334,0.019, 7.44e-02,  0,1.039,14.533395, 0.919053,NOT_AVAILABLE,0,132.85851531423, 11.83209540444,1.0
132.85150397017,11.83068484286,1.1538,0.0351,-10.817,0.036,-3.012,0.025, 7.96e-02,  0,1.21,14.886848, 0.949667,NOT_AVAILABLE,0,132.85155308922, 11.83069823116,1.0
132.8744590558,11.83968196072,1.0648,0.0262,-11.203,0.03,-2.916,0.02, 1.02e-01,  0,1.228,14.182933, 0.944943,NOT_AVAILABLE,0,132.87450992974, 11.83969492054,1.0
132.86639751587,11.83663088292,1.1679,0.0231,-11.039,0.024,-2.972,0.017, 6.29e-02,  0,1.063,14.234067, 0.842490,VARIABLE     ,0,132.86644764417, 11.83664409278,1.0
132.87074596745,11.84252187991,1.1787,0.0173,-11.006,0.018,-3.035,0.012, 5.74e-02,  0,0.922,10.236862, 1.257942,NOT_AVAILABLE,0,132.87079594753, 11.84253536994,1.0
132.88819932709,11.85060421385,0.9414,0.2573,-10.739,0.27,-3.32,0.215, 3.41e-02,  1,1.09,18.971193, 2.235460,NOT_AVAILABLE,0,132.88824809627, 11.85061896964,1.0
132.89670252588,11.84047117371,1.5181,0.2092,-5.13,0.207,0.53,0.152, 6.16e-02,  0,1.014,18.536537, 2.279833,NOT_AVAILABLE,0,132.89672582244, 11.84046881966,1.0
132.88611791414,11.84191682858,1.0669,0.038,-10.922,0.04,-3.248,0.028, 1.06e-01,  0,1.03,15.508670, 1.079986,NOT_AVAILABLE,0,132.88616751141, 11.84193126312,1.0
132.8926870072,11.84846030251,1.1072,0.019,-10.674,0.02,-2.659,0.014, 1.00e-01,  0,0.988,13.557446, 0.723836,NOT_AVAILABLE,0,132.89273548014, 11.84847212144,1.0
132.88569047044,11.84460716315,1.1772,0.0313,-10.66,0.037,-3.043,0.026, 1.13e-01,  0,1.528,12.182929, 0.338475,NOT_AVAILABLE,0,132.88573888038, 11.84462068625,1.0
132.88140648351,11.84229874502,0.983,0.2958,-10.998,0.34,-2.786,0.241, 8.43e-02,  1,1.024,19.088902, 2.285898,NOT_AVAILABLE,0,132.88145642808, 11.84231112920,1.0
132.90764848085,11.8491797315,1.1353,0.0163,-10.754,0.017,-2.839,0.012, 4.69e-02,  0,1.003,13.323231, 0.744690,VARIABLE     ,0,132.90769731929, 11.84919234752,1.0
132.8929311478,11.8529036466,1.1661,0.033,-10.599,0.035,-2.767,0.025, 7.61e-02,  0,0.954,10.878590, 0.340228,NOT_AVAILABLE,2,132.89297928155, 11.85291594458,1.0
132.87072904757,11.85384815368,1.0553,0.0785,-10.897,0.082,-2.952,0.059, 5.76e-02,  0,1.028,17.047455, 1.655493,NOT_AVAILABLE,0,132.87077853420, 11.85386127466,1.0
132.88773554512,11.85444741271,1.2079,0.0305,-10.786,0.034,-2.323,0.024, 8.63e-02,  0,1.009,15.021776, 1.014677,NOT_AVAILABLE,0,132.88778452601, 11.85445773854,1.0
132.88293843195,11.85461538048,1.1551,0.0193,-10.961,0.02,-3.026,0.015, 8.66e-02,  0,0.994,13.851270, 0.801016,NOT_AVAILABLE,0,132.88298821033, 11.85462882752,1.0
132.87629384836,11.85615757539,1.1884,0.0263,-11.067,0.027,-2.899,0.02, 8.44e-02,  0,0.94,14.705593, 0.926828,NOT_AVAILABLE,0,132.87634410525, 11.85617046041,1.0
132.87479917721,11.85250367208,1.1615,0.0204,-11.075,0.021,-3.084,0.015, 7.48e-02,  0,0.978,13.943488, 0.797420,NOT_AVAILABLE,0,132.87484947404, 11.85251737663,1.0
132.87941979499,11.84418377108,0.9798,0.2537,-10.915,0.25,-2.901,0.191, 4.19e-02,  1,1.024,18.886051, 2.249273,NOT_AVAILABLE,0,132.87946936309, 11.84419666513,1.0
132.88789565545,11.86356625064,1.0904,1.3455,-13.042,1.469,-2.527,0.872, 7.41e-02,  3,1.029,20.580278, 1.777912,NOT_AVAILABLE,0,132.88795488597, 11.86357748171,0.88
132.89651978051,11.86096376969,1.2198,0.0337,-10.839,0.036,-2.568,0.025, 8.48e-02,  0,1.093,15.089170, 0.991779,NOT_AVAILABLE,0,132.89656900399, 11.86097518155,1.0
132.89017067429,11.86249837694,-0.1207,0.1592,-11.594,0.167,-2.509,0.121, 6.40e-02, 22,9.215,13.116055, 0.801057,NOT_AVAILABLE,0,132.89022332640, 11.86250952723,0.94
132.98293595066,11.80034734032,3.0583,0.9163,-9.047,0.859,0.077,0.678, 6.21e-02,  0,1.21,20.109037, 2.399279,NOT_AVAILABLE,0,132.98297702695, 11.80034699822,0.84
132.98155898548,11.81060336832,1.1549,0.0206,-10.967,0.021,-2.969,0.014, 2.65e-02,  0,1.027,13.733011, 0.849861,NOT_AVAILABLE,0,132.98160878020, 11.81061656344,0.96
132.98552808643,11.8034696587,1.1776,0.0212,-11.055,0.021,-2.82,0.014, 4.18e-02,  2,1.056,13.816404, 0.770852,NOT_AVAILABLE,0,132.98557827989, 11.80348219304,0.94
132.9722491779,11.80578736925,1.1797,0.0174,-11.459,0.017,-2.804,0.012, 5.20e-02,  0,1.014,12.582053, 0.736016,NOT_AVAILABLE,0,132.97230120758, 11.80579983130,0.96
132.99104989869,11.80827802292,0.9485,0.447,-10.895,0.426,-2.448,0.335, 4.84e-02,  0,1.011,19.560059, 2.661049,NOT_AVAILABLE,0,132.99109936971, 11.80828890512,0.94
132.96787392012,11.82101925294,1.1144,0.2215,-11.103,0.219,-2.795,0.16, 2.89e-02,  0,1.225,18.337536, 2.275280,NOT_AVAILABLE,0,132.96792433815, 11.82103167402,0.96
132.96893179486,11.82198409365,2.3318,0.0679,-14.681,0.068,-7.695,0.049, 1.95e-02,  0,1.025,16.452085, 2.018353,NOT_AVAILABLE,0,132.96899845592, 11.82201829528,0.9
132.99483964636,11.83402867073,1.1493,0.0239,-10.366,0.024,-3.083,0.017, 5.05e-02,  0,1.089,14.144830, 0.867873,NOT_AVAILABLE,0,132.99488671657, 11.83404237383,0.96
132.98376991829,11.83743920415,1.1802,0.0173,-10.94,0.016,-3.746,0.012, 3.96e-02,  0,1.002,12.650929, 1.139908,NOT_AVAILABLE,0,132.98381959769, 11.83745585325,0.96
132.99970009863,11.8429519842,1.0846,0.1218,-11.324,0.126,-2.515,0.087, 2.20e-02,  0,1.192,17.350405, 1.944840,NOT_AVAILABLE,0,132.99975151986, 11.84296316087,0.96
132.99166705104,11.84378286019,1.6566,0.3035,-10.516,0.311,-2.78,0.214, 3.24e-02,  0,1.051,18.864060, 2.233293,NOT_AVAILABLE,0,132.99171480478, 11.84379521500,0.96
132.95806939631,11.82531999185,1.2093,0.0157,-11.375,0.015,-2.948,0.01, 5.48e-02,  0,0.939,12.475286, 0.771969,NOT_AVAILABLE,0,132.95812104761, 11.82533309353,0.96
132.95471746723,11.82876607013,1.1811,0.0274,-9.651,0.03,-3.096,0.021, 7.39e-02,  0,1.885,12.545654, 0.758652,NOT_AVAILABLE,1,132.95476129238, 11.82877983119,0.96
132.95261483433,11.82100191703,1.0849,0.047,-10.998,0.048,-2.996,0.035, 7.50e-02,  0,2.054,10.866512, 0.275640,NOT_AVAILABLE,1,132.95266477276, 11.82101523317,0.96
132.9501831172,11.8391406256,0.4717,0.5062,-11.192,0.501,-2.999,0.386, 6.60e-02,  1,1.089,19.754213, 2.735933,NOT_AVAILABLE,0,132.95023393886, 11.83915395325,0.94
132.94859043182,11.84081770781,1.0318,1.2018,-11.558,1.276,-4.06,0.885, 8.46e-03,  0,1.046,20.590197, 1.938423,NOT_AVAILABLE,0,132.94864291885, 11.84083575411,0.88
